year,film,wiki,winner
2011,The Girl with the Dragon Tattoo (2011 film),/wiki/The_Girl_with_the_Dragon_Tattoo_(2011_film),False
2011,The Descendants,/wiki/The_Descendants,False
2011,Hugo (film),/wiki/Hugo_(film),False
2012,Argo (2012 film),/wiki/Argo_(2012_film),True
2012,Zero Dark Thirty,/wiki/Zero_Dark_Thirty,False
2012,Les Misérables (2012 film),/wiki/Les_Mis%C3%A9rables_(2012_film),False
2012,Life of Pi (film),/wiki/Life_of_Pi_(film),False
2012,Lincoln (film),/wiki/Lincoln_(film),False
2013,Gravity (2013 film),/wiki/Gravity_(2013_film),True
2013,Captain Phillips (film),/wiki/Captain_Phillips_(film),False
2013,12 Years a Slave (film),/wiki/12_Years_a_Slave_(film),False
2013,American Hustle,/wiki/American_Hustle,False
2013,The Wolf of Wall Street (2013 film),/wiki/The_Wolf_of_Wall_Street_(2013_film),False
2014,Birdman (film),/wiki/Birdman_(film),True
2014,The Grand Budapest Hotel,/wiki/The_Grand_Budapest_Hotel,False
2014,American Sniper,/wiki/American_Sniper,False
2014,Boyhood (2014 film),/wiki/Boyhood_(2014_film),False
2014,The Imitation Game,/wiki/The_Imitation_Game,False
2015,The Revenant (2015 film),/wiki/The_Revenant_(2015_film),True
2015,Spotlight (film),/wiki/Spotlight_(film),False
2015,The Big Short (film),/wiki/The_Big_Short_(film),False
2015,Mad Max: Fury Road,/wiki/Mad_Max:_Fury_Road,False
2015,The Martian (film),/wiki/The_Martian_(film),False
2016,La La Land,/wiki/La_La_Land,True
2016,Lion (2016 film),/wiki/Lion_(2016_film),False
2016,Moonlight (2016 film),/wiki/Moonlight_(2016_film),False
2016,Manchester by the Sea (film),/wiki/Manchester_by_the_Sea_(film),False
2016,Arrival (film),/wiki/Arrival_(film),False
2017,The Shape of Water,/wiki/The_Shape_of_Water,True
2017,Lady Bird (film),/wiki/Lady_Bird_(film),False
2017,"Three Billboards Outside Ebbing, Missouri","/wiki/Three_Billboards_Outside_Ebbing,_Missouri",False
2017,Dunkirk (2017 film),/wiki/Dunkirk_(2017_film),False
2017,Get Out,/wiki/Get_Out,False
2018,Roma (2018 film),/wiki/Roma_(2018_film),True
2018,A Star Is Born (2018 film),/wiki/A_Star_Is_Born_(2018_film),False
2018,Green Book (film),/wiki/Green_Book_(film),False
2018,BlacKkKlansman,/wiki/BlacKkKlansman,False
2018,Vice (2018 film),/wiki/Vice_(2018_film),False
2019,1917 (2019 film),/wiki/1917_(2019_film),True
2019,Parasite (2019 film),/wiki/Parasite_(2019_film),False
2019,The Irishman,/wiki/The_Irishman,False
2019,Once Upon a Time in Hollywood,/wiki/Once_Upon_a_Time_in_Hollywood,False
2019,Jojo Rabbit,/wiki/Jojo_Rabbit,False
2020,Nomadland (film),/wiki/Nomadland_(film),True
2020,Minari (film),/wiki/Minari_(film),False
2020,Promising Young Woman,/wiki/Promising_Young_Woman,False
2020,Mank,/wiki/Mank,False
2020,The Trial of the Chicago 7,/wiki/The_Trial_of_the_Chicago_7,False
2021,The Power of the Dog (film),/wiki/The_Power_of_the_Dog_(film),True
2021,Licorice Pizza,/wiki/Licorice_Pizza,False
2021,Belfast (film),/wiki/Belfast_(film),False
2021,West Side Story (2021 film),/wiki/West_Side_Story_(2021_film),False
2021,Dune (2021 film),/wiki/Dune_(2021_film),False
2022,Everything Everywhere All at Once,/wiki/Everything_Everywhere_All_at_Once,True
2022,Tár,/wiki/T%C3%A1r,False
2022,Top Gun: Maverick,/wiki/Top_Gun:_Maverick,False
2022,The Banshees of Inisherin,/wiki/The_Banshees_of_Inisherin,False
2022,The Fabelmans,/wiki/The_Fabelmans,False
